loggingSample(N),accelerometerAccelerationX(G),SQR_accelerometerAccelerationX(G),accelerometerAccelerationY(G),SQR_accelerometerAccelerationY(G),accelerometerAccelerationZ(G),SQR_accelerometerAccelerationZ(G),TOTAL_ACCELERATION,accelerometerTimestamp_sinceReboot(s),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84)
13,-0.120422363,0.014501546,-0.418624878,0.175246788,-0.970565796,0.941997964,1.063835654,1374608.111,1537498517,37.87164703,-122.2584493
14,-0.083435059,0.006961409,-0.570114136,0.325030128,-0.845031738,0.714078638,1.022775721,1374608.171,1537498517,37.87164703,-122.2584493
15,-0.0599823,0.003597876,-0.496353149,0.246366449,-0.803695679,0.645926744,0.946515224,1374608.23,1537498517,37.87164703,-122.2584493
16,-0.045898438,0.002106667,-0.452972412,0.205184006,-0.824386597,0.679613261,0.941755772,1374608.29,1537498517,37.87164703,-122.2584493
17,-0.048278809,0.002330843,-0.467346191,0.218412462,-0.83164978,0.691641357,0.955188286,1374608.35,1537498517,37.87164703,-122.2584493
18,-0.126495361,0.016001076,-0.369308472,0.136388747,-0.787399292,0.619997645,0.878855773,1374608.409,1537498517,37.87164703,-122.2584493
19,-0.206832886,0.042779843,-0.410354614,0.168390909,-0.799224854,0.638760367,0.921917089,1374608.469,1537498518,37.87169972,-122.2583713
20,-0.23991394,0.057558699,-0.370529175,0.13729187,-0.877822876,0.770573002,0.982559703,1374608.529,1537498518,37.87169972,-122.2583713
21,-0.211044312,0.044539702,-0.45022583,0.202703298,-0.973724365,0.948139139,1.093335328,1374608.588,1537498518,37.87169972,-122.2583713
22,-0.063308716,0.004007994,-0.441558838,0.194974207,-0.919128418,0.844797049,1.021655152,1374608.648,1537498518,37.87169972,-122.2583713
23,-0.064453125,0.004154205,-0.42338562,0.179255383,-0.927780151,0.860776009,1.021854,1374608.708,1537498518,37.87169972,-122.2583713
24,-0.089920044,0.008085614,-0.433135986,0.187606782,-0.921463013,0.849094084,1.022147974,1374608.767,1537498518,37.87169972,-122.2583713
25,-0.071212769,0.005071258,-0.429351807,0.184342974,-0.82951355,0.68809273,0.936753416,1374608.827,1537498518,37.87169972,-122.2583713
26,-0.132797241,0.017635107,-0.412902832,0.170488749,-0.928634644,0.862362302,1.02493227,1374608.886,1537498518,37.87169972,-122.2583713
27,-0.121643066,0.014797036,-0.415878296,0.172954757,-0.892028809,0.795715396,0.991699142,1374608.946,1537498518,37.87169972,-122.2583713
28,-0.128036499,0.016393345,-0.414047241,0.171435118,-0.898193359,0.80675131,0.997286204,1374609.006,1537498518,37.87169972,-122.2583713
29,-0.120895386,0.014615694,-0.399642944,0.159714483,-0.87437439,0.764530574,0.968948271,1374609.065,1537498518,37.87169972,-122.2583713
30,-0.112411499,0.012636345,-0.41784668,0.174595848,-0.913070679,0.833698065,1.010410935,1374609.125,1537498518,37.87169972,-122.2583713
31,-0.11869812,0.014089244,-0.414794922,0.172054827,-0.925018311,0.855658876,1.020687487,1374609.185,1537498518,37.87169972,-122.2583713
32,-0.107269287,0.0115067,-0.383468628,0.147048189,-0.926696777,0.858766917,1.008623718,1374609.244,1537498518,37.87169972,-122.2583713
33,-0.084777832,0.007187281,-0.304153442,0.092509316,-0.925521851,0.856590697,0.977899429,1374609.304,1537498518,37.87169972,-122.2583713
34,-0.132110596,0.01745321,-0.536499023,0.287831202,-0.819580078,0.671711504,0.988431037,1374609.364,1537498518,37.87169972,-122.2583713
35,-0.112701416,0.012701609,-0.487640381,0.237793141,-0.827392578,0.684578478,0.966991845,1374609.423,1537498518,37.87169972,-122.2583713
36,-0.084671021,0.007169182,-0.467025757,0.218113058,-0.883834839,0.781164023,1.003217953,1374609.483,1537498519,37.8716348,-122.2584102
37,-0.070236206,0.004933125,-0.441375732,0.194812537,-0.901367188,0.812462808,1.006085717,1374609.542,1537498519,37.8716348,-122.2584102
38,-0.080337524,0.006454118,-0.45954895,0.211185237,-0.864562988,0.74746916,0.982399367,1374609.602,1537498519,37.8716348,-122.2584102
39,-0.05682373,0.003228936,-0.477935791,0.22842262,-0.903381348,0.81609786,1.023596315,1374609.662,1537498519,37.8716348,-122.2584102
40,-0.084716797,0.007176936,-0.483703613,0.233969185,-0.871505737,0.75952225,1.000334129,1374609.721,1537498519,37.8716348,-122.2584102
41,-0.10043335,0.010086858,-0.445281982,0.198276043,-0.875747681,0.766934001,0.987571214,1374609.781,1537498519,37.8716348,-122.2584102
42,-0.076065063,0.005785894,-0.433792114,0.188175598,-0.886199951,0.785350353,0.989601862,1374609.841,1537498519,37.8716348,-122.2584102
43,-0.076568604,0.005862751,-0.473144531,0.223865747,-0.899215698,0.808588872,1.018978591,1374609.9,1537498519,37.8716348,-122.2584102
44,-0.151550293,0.022967491,-0.439865112,0.193481317,-0.870147705,0.757157029,0.986714668,1374609.96,1537498519,37.8716348,-122.2584102
45,-0.184204102,0.033931151,-0.480987549,0.231349022,-0.865951538,0.749872066,1.007547636,1374610.02,1537498519,37.8716348,-122.2584102
46,-0.219573975,0.04821273,-0.51272583,0.262887777,-0.935333252,0.874848292,1.089012764,1374610.079,1537498519,37.8716348,-122.2584102
47,-0.17401123,0.030279908,-0.49836731,0.248369976,-0.796737671,0.634790916,0.955740969,1374610.139,1537498519,37.8716348,-122.2584102
48,-0.149871826,0.022461564,-0.477935791,0.22842262,-0.864334106,0.747073447,0.998978294,1374610.199,1537498519,37.8716348,-122.2584102
49,-0.095840454,0.009185393,-0.50340271,0.253414288,-0.878677368,0.772073917,1.017189067,1374610.258,1537498519,37.8716348,-122.2584102
50,-0.117889404,0.013897912,-0.484176636,0.234427015,-0.84085083,0.707030118,0.977422654,1374610.318,1537498519,37.8716348,-122.2584102
51,-0.105957031,0.011226892,-0.436141968,0.190219816,-0.898025513,0.806449822,1.003940502,1374610.377,1537498519,37.8716348,-122.2584102
52,-0.1434021,0.020564162,-0.453613281,0.205765009,-0.893768311,0.798821794,1.01249739,1374610.437,1537498519,37.8716348,-122.2584102
53,-0.118408203,0.014020503,-0.476593018,0.227140905,-0.863677979,0.745939651,0.993529596,1374610.497,1537498520,37.8716348,-122.2584102
54,-0.135070801,0.018244121,-0.461090088,0.212604069,-0.867797852,0.753073112,0.991928073,1374610.556,1537498520,37.8716348,-122.2584102
55,-0.139099121,0.019348565,-0.464538574,0.215796087,-0.851318359,0.724742948,0.979738537,1374610.616,1537498520,37.8716348,-122.2584102
56,-0.13609314,0.018521343,-0.47756958,0.228072704,-0.867172241,0.751987696,0.999290619,1374610.676,1537498520,37.8716348,-122.2584102
57,-0.146957397,0.021596477,-0.469497681,0.220428072,-0.864151001,0.746756953,0.99437493,1374610.735,1537498520,37.8716348,-122.2584102
58,-0.18145752,0.032926832,-0.490890503,0.240973486,-0.836654663,0.699991025,0.986859333,1374610.795,1537498520,37.8716348,-122.2584102
59,-0.165313721,0.027328626,-0.477966309,0.228451793,-0.86541748,0.748947415,1.002361129,1374610.855,1537498520,37.8716348,-122.2584102
60,-0.170974731,0.029232359,-0.491500854,0.241573089,-0.834594727,0.696548358,0.983541461,1374610.914,1537498520,37.8716348,-122.2584102
61,-0.177597046,0.031540711,-0.494934082,0.244959746,-0.858200073,0.736507365,1.006482897,1374610.974,1537498520,37.8716348,-122.2584102
62,-0.169158936,0.028614746,-0.479507446,0.229927391,-0.84614563,0.715962427,0.987169977,1374611.034,1537498520,37.8716348,-122.2584102
63,-0.167709351,0.028126426,-0.480651855,0.231026206,-0.82850647,0.686422971,0.972407118,1374611.093,1537498520,37.8716348,-122.2584102
64,-0.160919189,0.025894985,-0.492599487,0.242654255,-0.874038696,0.763943642,1.016116569,1374611.153,1537498520,37.8716348,-122.2584102
65,-0.061248779,0.003751413,-0.492340088,0.242398762,-0.858642578,0.737267077,0.991673965,1374611.212,1537498520,37.8716348,-122.2584102
66,-0.056518555,0.003194347,-0.475189209,0.225804784,-0.885177612,0.783539405,1.006249738,1374611.272,1537498520,37.8716348,-122.2584102
67,-0.068374634,0.004675091,-0.491882324,0.241948221,-0.838500977,0.703083888,0.97452922,1374611.332,1537498520,37.8716348,-122.2584102
68,-0.088424683,0.007818925,-0.49017334,0.240269903,-0.865707397,0.749449297,0.998768304,1374611.391,1537498520,37.8716348,-122.2584102
69,-0.076446533,0.005844072,-0.496871948,0.246881733,-0.84576416,0.715317014,0.983891671,1374611.451,1537498520,37.8716348,-122.2584102
70,-0.070968628,0.005036546,-0.514160156,0.264360666,-0.863800049,0.746150525,1.007743885,1374611.511,1537498521,37.87157977,-122.2584462
71,-0.073623657,0.005420443,-0.519042969,0.269405604,-0.842971802,0.710601459,0.992687013,1374611.57,1537498521,37.87157977,-122.2584462
72,-0.072311401,0.005228939,-0.511627197,0.261762389,-0.835525513,0.698102883,0.982392086,1374611.63,1537498521,37.87157977,-122.2584462
73,-0.151596069,0.022981368,-0.524551392,0.275154163,-0.86428833,0.746994317,1.022315924,1374611.69,1537498521,37.87157977,-122.2584462
74,-0.162704468,0.026472744,-0.510406494,0.260514789,-0.824996948,0.680619964,0.983670421,1374611.749,1537498521,37.87157977,-122.2584462
75,-0.167282104,0.027983302,-0.504074097,0.254090695,-0.848388672,0.719763339,1.000918247,1374611.809,1537498521,37.87157977,-122.2584462
76,-0.168212891,0.028295577,-0.505462646,0.255492487,-0.835891724,0.698714974,0.991212912,1374611.868,1537498521,37.87157977,-122.2584462
77,-0.158218384,0.025033057,-0.509429932,0.259518856,-0.839096069,0.704082213,0.994300823,1374611.928,1537498521,37.87157977,-122.2584462
78,-0.160202026,0.025664689,-0.5050354,0.255060755,-0.84072876,0.706824848,0.99375565,1374611.988,1537498521,37.87157977,-122.2584462
79,-0.148544312,0.022065413,-0.506225586,0.256264344,-0.837844849,0.701983991,0.990107947,1374612.047,1537498521,37.87157977,-122.2584462
80,-0.120605469,0.014545679,-0.486755371,0.236930791,-0.861633301,0.742411945,0.996939525,1374612.107,1537498521,37.87157977,-122.2584462
81,-0.116928101,0.013672181,-0.483078003,0.233364357,-0.844772339,0.713640305,0.980141236,1374612.167,1537498521,37.87157977,-122.2584462
82,-0.135009766,0.018227637,-0.50189209,0.25189567,-0.848388672,0.719763339,0.994930473,1374612.226,1537498521,37.87157977,-122.2584462
83,-0.120315552,0.014475832,-0.516906738,0.267192576,-0.836700439,0.700067625,0.990825934,1374612.286,1537498521,37.87157977,-122.2584462
84,-0.129135132,0.016675882,-0.502227783,0.252232746,-0.856552124,0.733681541,1.001294247,1374612.346,1537498521,37.87157977,-122.2584462
85,-0.121017456,0.014645225,-0.502380371,0.252386037,-0.868484497,0.754265322,1.010592194,1374612.405,1537498521,37.87157977,-122.2584462
86,-0.127319336,0.016210213,-0.506622314,0.256666169,-0.849075317,0.720928894,0.996897826,1374612.465,1537498522,37.87157977,-122.2584462
87,-0.115966797,0.013448298,-0.513366699,0.263545368,-0.832443237,0.692961743,0.984863142,1374612.524,1537498522,37.87157977,-122.2584462
88,-0.116012573,0.013458917,-0.503219604,0.25322997,-0.825576782,0.681577023,0.973789459,1374612.584,1537498522,37.87157977,-122.2584462
89,-0.126724243,0.016059034,-0.505584717,0.255615906,-0.848861694,0.720566176,0.996113003,1374612.644,1537498522,37.87157977,-122.2584462
90,-0.129104614,0.016668001,-0.510101318,0.260203355,-0.852554321,0.72684887,1.001858386,1374612.703,1537498522,37.87157977,-122.2584462
91,-0.135513306,0.018363856,-0.504318237,0.254336884,-0.848953247,0.720721616,0.996705752,1374612.763,1537498522,37.87157977,-122.2584462
92,-0.167007446,0.027891487,-0.521835327,0.272312109,-0.827194214,0.684250268,0.992196484,1374612.823,1537498522,37.87157977,-122.2584462
93,-0.1796875,0.032287598,-0.519058228,0.269421444,-0.848114014,0.719297381,1.010448624,1374612.882,1537498522,37.87157977,-122.2584462
94,-0.216644287,0.046934747,-0.564743042,0.318934703,-0.663879395,0.440735851,0.898112076,1374612.942,1537498522,37.87157977,-122.2584462
95,-0.24571228,0.060374525,-0.515136719,0.265365839,-0.894577026,0.800268055,1.061135439,1374613.002,1537498522,37.87157977,-122.2584462
96,-0.291229248,0.084814475,-0.573974609,0.329446852,-0.84715271,0.717667714,1.063921539,1374613.061,1537498522,37.87157977,-122.2584462
97,-0.188766479,0.035632784,-0.56312561,0.317110453,-0.821762085,0.675292924,1.013921181,1374613.121,1537498522,37.87157977,-122.2584462
98,-0.086242676,0.007437799,-0.54548645,0.297555467,-0.761474609,0.57984358,0.940657667,1374613.18,1537498522,37.87157977,-122.2584462
99,-0.03894043,0.001516357,-0.523849487,0.274418285,-0.719863892,0.518204023,0.891144581,1374613.24,1537498522,37.87157977,-122.2584462
100,-0.053314209,0.002842405,-0.558364868,0.311771326,-0.777618408,0.604690388,0.958803483,1374613.3,1537498522,37.87157977,-122.2584462
101,-0.028610229,0.000818545,-0.486434937,0.236618948,-0.815795898,0.665522947,0.950242306,1374613.359,1537498522,37.87157977,-122.2584462
102,-0.075195313,0.005654335,-0.494598389,0.244627566,-0.869918823,0.756758759,1.003514155,1374613.419,1537498522,37.87157977,-122.2584462
103,-0.042037964,0.00176719,-0.495391846,0.245413081,-0.885620117,0.784322992,1.015629491,1374613.479,1537498523,37.87157977,-122.2584462
104,-0.038970947,0.001518735,-0.556915283,0.310154632,-0.856460571,0.73352471,1.022349293,1374613.538,1537498523,37.87157977,-122.2584462
105,0.053405762,0.002852175,-0.594604492,0.353554502,-0.822189331,0.675995296,1.016071835,1374613.598,1537498523,37.87157977,-122.2584462
106,0.049118042,0.002412582,-0.625167847,0.390834837,-0.784912109,0.616087019,1.004656378,1374613.658,1537498523,37.87157977,-122.2584462
107,0.09727478,0.009462383,-0.668136597,0.446406512,-0.732040405,0.535883155,0.995867486,1374613.717,1537498523,37.87157977,-122.2584462
108,0.16305542,0.02658707,-0.702285767,0.493205299,-0.713882446,0.509628147,1.014603625,1374613.777,1537498523,37.87157977,-122.2584462
109,0.228927612,0.052407852,-0.719436646,0.517589088,-0.69732666,0.486264471,1.027745791,1374613.836,1537498523,37.87157977,-122.2584462
110,0.182540894,0.033321178,-0.731399536,0.534945281,-0.613250732,0.37607646,0.97177308,1374613.896,1537498523,37.87157977,-122.2584462
111,0.228942871,0.052414838,-0.725585938,0.526474953,-0.670776367,0.449940935,1.014312933,1374613.956,1537498523,37.87157977,-122.2584462
112,0.161911011,0.026215175,-0.709899902,0.503957871,-0.641601563,0.411652566,0.970477002,1374614.015,1537498523,37.87157977,-122.2584462
113,0.173217773,0.030004397,-0.672210693,0.451867216,-0.71887207,0.516777053,0.999324104,1374614.075,1537498523,37.87157977,-122.2584462
114,0.175308228,0.030732975,-0.63331604,0.401089207,-0.753585815,0.567891581,0.999856871,1374614.135,1537498523,37.87157977,-122.2584462
115,0.126052856,0.015889323,-0.608459473,0.37022293,-0.798812866,0.638101995,1.012034707,1374614.194,1537498523,37.87157977,-122.2584462
116,0.144515991,0.020884872,-0.528717041,0.279541709,-0.874328613,0.764450524,1.031928827,1374614.254,1537498523,37.87157977,-122.2584462
117,0.064849854,0.004205504,-0.551742554,0.304419846,-0.788070679,0.621055395,0.964199536,1374614.314,1537498523,37.87157977,-122.2584462
118,0.056686401,0.003213348,-0.547027588,0.299239182,-0.805831909,0.649365066,0.975611396,1374614.373,1537498523,37.87157977,-122.2584462
119,0.051101685,0.002611382,-0.513641357,0.263827444,-0.814086914,0.662737504,0.963937928,1374614.433,1537498524,37.87157977,-122.2584462
120,0.040283203,0.001622736,-0.503311157,0.253322121,-0.834671021,0.696675713,0.975510415,1374614.492,1537498524,37.87157977,-122.2584462
121,0.008926392,7.97E-05,-0.459075928,0.210750708,-0.86416626,0.746783325,0.978577392,1374614.552,1537498524,37.87157977,-122.2584462
122,0.015533447,0.000241288,-0.444610596,0.197678582,-0.879852295,0.774140061,0.985930997,1374614.612,1537498524,37.87157977,-122.2584462
123,0.015335083,0.000235165,-0.417129517,0.173997034,-0.914306641,0.835956634,1.005081505,1374614.671,1537498524,37.87157977,-122.2584462
124,0.008666992,7.51E-05,-0.390457153,0.152456788,-0.935134888,0.874477259,1.013414606,1374614.731,1537498524,37.87157977,-122.2584462
125,0.015472412,0.000239396,-0.391036987,0.152909925,-0.926605225,0.858597243,1.005856135,1374614.791,1537498524,37.87157977,-122.2584462
126,0.001281738,1.64E-06,-0.401947021,0.161561408,-0.917709351,0.842190453,1.001874994,1374614.85,1537498524,37.87157977,-122.2584462
127,0.004806519,2.31E-05,-0.402618408,0.162101582,-0.910110474,0.828301075,0.995201367,1374614.91,1537498524,37.87157977,-122.2584462
128,0.003295898,1.09E-05,-0.394210815,0.155402167,-0.905563354,0.820044988,0.987652782,1374614.97,1537498524,37.87157977,-122.2584462
129,0.004119873,1.70E-05,-0.398117065,0.158497197,-0.911575317,0.830969559,0.994727968,1374615.029,1537498524,37.87157977,-122.2584462
130,0.008666992,7.51E-05,-0.399368286,0.159495028,-0.913299561,0.834116088,0.996838118,1374615.089,1537498524,37.87157977,-122.2584462
131,0.002655029,7.05E-06,-0.393569946,0.154897302,-0.912490845,0.832639542,0.993752431,1374615.148,1537498524,37.87157977,-122.2584462
132,-0.003082275,9.50E-06,-0.400772095,0.160618272,-0.914611816,0.836514774,0.998570251,1374615.208,1537498524,37.87157977,-122.2584462
133,0.007629395,5.82E-05,-0.398300171,0.158643026,-0.89704895,0.804696819,0.981528427,1374615.268,1537498524,37.87157977,-122.2584462
134,-0.001846313,3.41E-06,-0.400131226,0.160104998,-0.909454346,0.827107207,0.993587245,1374615.327,1537498524,37.87157977,-122.2584462
135,-0.003387451,1.15E-05,-0.395187378,0.156173064,-0.916641235,0.840231154,0.998206237,1374615.387,1537498524,37.87157977,-122.2584462
136,-0.001159668,1.34E-06,-0.395385742,0.156329885,-0.918334961,0.843339101,0.999835152,1374615.447,1537498524,37.87157977,-122.2584462
137,0.005264282,2.77E-05,-0.398254395,0.158606563,-0.910461426,0.828940008,0.993767721,1374615.506,1537498525,37.87157977,-122.2584462
138,-0.007141113,5.10E-05,-0.400772095,0.160618272,-0.914993286,0.837212713,0.998940429,1374615.566,1537498525,37.87157977,-122.2584462
139,-0.005813599,3.38E-05,-0.407043457,0.165684376,-0.928924561,0.86290084,1.014208565,1374615.626,1537498525,37.87157977,-122.2584462
140,-0.019805908,0.000392274,-0.422561646,0.178558345,-0.903686523,0.816649332,0.99779755,1374615.685,1537498525,37.87157977,-122.2584462
141,-0.043777466,0.001916467,-0.424468994,0.180173927,-0.88319397,0.780031589,0.980878169,1374615.745,1537498525,37.87157977,-122.2584462
142,-0.049560547,0.002456248,-0.423309326,0.179190785,-0.864715576,0.747733027,0.964043599,1374615.804,1537498525,37.87157977,-122.2584462
143,-0.03956604,0.001565472,-0.416946411,0.17384431,-0.876495361,0.768244118,0.971418498,1374615.864,1537498525,37.87157977,-122.2584462
144,-0.030548096,0.000933186,-0.415908813,0.172980141,-0.899765015,0.809577082,0.99171085,1374615.924,1537498525,37.87157977,-122.2584462
145,-0.022171021,0.000491554,-0.417785645,0.174544845,-0.901245117,0.812242761,0.993619223,1374615.983,1537498525,37.87157977,-122.2584462
146,-0.02456665,0.00060352,-0.417953491,0.174685121,-0.911712646,0.831219949,1.003249017,1374616.043,1537498525,37.87157977,-122.2584462
147,-0.023620605,0.000557933,-0.410797119,0.168754273,-0.919265747,0.845049514,1.007155261,1374616.103,1537498525,37.87157977,-122.2584462
148,-0.04498291,0.002023462,-0.400939941,0.160752836,-0.928878784,0.862815795,1.012715209,1374616.162,1537498525,37.87157977,-122.2584462
149,-0.051864624,0.002689939,-0.408599854,0.166953841,-0.898834229,0.807902971,0.988709639,1374616.222,1537498525,37.87157977,-122.2584462
150,-0.043380737,0.001881888,-0.404495239,0.163616398,-0.896728516,0.804122031,0.984693007,1374616.282,1537498525,37.87157977,-122.2584462
151,-0.028747559,0.000826422,-0.403839111,0.163086028,-0.898269653,0.80688837,0.985292251,1374616.341,1537498525,37.87157977,-122.2584462
152,-0.034698486,0.001203985,-0.393783569,0.155065499,-0.911468506,0.830774837,0.993501043,1374616.401,1537498525,37.87157977,-122.2584462
153,-0.051269531,0.002628565,-0.401321411,0.161058875,-0.902389526,0.814306857,0.988935941,1374616.46,1537498526,37.87157977,-122.2584462
154,-0.041183472,0.001696078,-0.404785156,0.163851023,-0.922225952,0.850500707,1.007991968,1374616.52,1537498526,37.87157977,-122.2584462
155,-0.051605225,0.002663099,-0.408798218,0.167115983,-0.913299561,0.834116088,1.001945692,1374616.58,1537498526,37.87157977,-122.2584462
156,-0.056564331,0.003199524,-0.407150269,0.165771342,-0.908340454,0.82508238,0.997022189,1374616.639,1537498526,37.87157977,-122.2584462
157,-0.05859375,0.003433228,-0.401916504,0.161536876,-0.901992798,0.813591008,0.989222478,1374616.699,1537498526,37.87157977,-122.2584462
158,-0.065536499,0.004295033,-0.41456604,0.171865002,-0.889770508,0.791691557,0.983794486,1374616.759,1537498526,37.87157977,-122.2584462
159,-0.086761475,0.007527554,-0.414199829,0.171561498,-0.895095825,0.801196536,0.990093727,1374616.818,1537498526,37.87157977,-122.2584462
160,-0.068740845,0.004725304,-0.416992188,0.173882485,-0.87739563,0.769823092,0.97387416,1374616.878,1537498526,37.87157977,-122.2584462
161,-0.057052612,0.003255001,-0.403396606,0.162728822,-0.917556763,0.841910413,1.003939359,1374616.938,1537498526,37.87157977,-122.2584462
162,-0.058074951,0.0033727,-0.415649414,0.172764435,-0.93081665,0.866419636,1.021056693,1374616.997,1537498526,37.87157977,-122.2584462
163,-0.055725098,0.003105287,-0.416015625,0.173069,-0.924850464,0.855348381,1.015639044,1374617.057,1537498526,37.87157977,-122.2584462
164,-0.049102783,0.002411083,-0.413330078,0.170841753,-0.914840698,0.836933503,1.005080265,1374617.117,1537498526,37.87157977,-122.2584462
165,-0.045303345,0.002052393,-0.402496338,0.162003302,-0.916976929,0.840846688,1.002448195,1374617.176,1537498526,37.87157977,-122.2584462
166,-0.043151855,0.001862083,-0.393356323,0.154729197,-0.906906128,0.822478725,0.989479663,1374617.236,1537498526,37.87157977,-122.2584462
167,-0.054443359,0.002964079,-0.39982605,0.15986087,-0.896514893,0.803738953,0.983139819,1374617.295,1537498526,37.87157977,-122.2584462
168,-0.066650391,0.004442275,-0.396713257,0.157381408,-0.902816772,0.815078124,0.988383431,1374617.355,1537498526,37.87157977,-122.2584462
169,-0.078781128,0.006206466,-0.404830933,0.163888084,-0.897903442,0.806230591,0.988091667,1374617.415,1537498526,37.87157977,-122.2584462
170,-0.071075439,0.005051718,-0.410736084,0.168704131,-0.874404907,0.764583941,0.968679405,1374617.474,1537498527,37.87157977,-122.2584462
171,-0.073852539,0.005454198,-0.417892456,0.174634105,-0.889953613,0.792017433,0.985954226,1374617.534,1537498527,37.87157977,-122.2584462
172,-0.079208374,0.006273967,-0.418457031,0.175106287,-0.906845093,0.822368023,1.001872385,1374617.594,1537498527,37.87157977,-122.2584462
173,-0.061218262,0.003747676,-0.422058105,0.178133044,-0.898269653,0.80688837,0.994368689,1374617.653,1537498527,37.87157977,-122.2584462
174,-0.065429688,0.004281044,-0.407028198,0.165671954,-0.914993286,0.837212713,1.00357646,1374617.713,1537498527,37.87157977,-122.2584462
175,-0.062896729,0.003955999,-0.405838013,0.164704493,-0.902938843,0.815298554,0.991947098,1374617.773,1537498527,37.87157977,-122.2584462
176,-0.064682007,0.004183762,-0.396331787,0.157078885,-0.912353516,0.832388938,0.996820739,1374617.832,1537498527,37.87157977,-122.2584462
177,-0.066574097,0.00443211,-0.411209106,0.169092929,-0.857254028,0.734884469,0.953105192,1374617.892,1537498527,37.87157977,-122.2584462
178,-0.048477173,0.002350036,-0.403091431,0.162482702,-0.919036865,0.844628759,1.004719611,1374617.951,1537498527,37.87157977,-122.2584462
179,-0.061203003,0.003745808,-0.397445679,0.157963068,-0.91847229,0.843591347,1.002646609,1374618.011,1537498527,37.87157977,-122.2584462
180,-0.039901733,0.001592148,-0.382919312,0.1466272,-0.922088623,0.850247429,0.999233094,1374618.071,1537498527,37.87157977,-122.2584462
181,-0.057510376,0.003307443,-0.40007019,0.160056157,-0.909378052,0.826968441,0.99515428,1374618.13,1537498527,37.87157977,-122.2584462
182,-0.074172974,0.00550163,-0.41569519,0.172802491,-0.899078369,0.808341914,0.993300576,1374618.19,1537498527,37.87157977,-122.2584462
183,-0.048202515,0.002323482,-0.398864746,0.159093086,-0.888183594,0.788870097,0.974826479,1374618.25,1537498527,37.87157977,-122.2584462
184,-0.033370972,0.001113622,-0.379501343,0.144021269,-0.972442627,0.945644663,1.044403923,1374618.309,1537498527,37.87157977,-122.2584462
185,-0.057159424,0.0032672,-0.373535156,0.139528513,-0.961242676,0.923987482,1.032851971,1374618.369,1537498527,37.87157977,-122.2584462
186,-0.053756714,0.002889784,-0.400421143,0.160337092,-0.895080566,0.80116922,0.982036708,1374618.429,1537498527,37.87157977,-122.2584462
187,0.005722046,3.27E-05,-0.34513855,0.119120619,-0.947372437,0.897514534,1.008299507,1374618.488,1537498528,37.87157977,-122.2584462
188,0.035705566,0.001274887,-0.334274292,0.111739302,-0.933441162,0.871312403,0.992132346,1374618.548,1537498528,37.87157977,-122.2584462
189,0.012145996,0.000147525,-0.415710449,0.172815177,-0.848297119,0.719608002,0.944759602,1374618.608,1537498528,37.87157977,-122.2584462
190,-0.006973267,4.86E-05,-0.477722168,0.22821847,-0.875488281,0.76647973,0.997369955,1374618.667,1537498528,37.87157977,-122.2584462
191,-0.013671875,0.00018692,-0.432540894,0.187091625,-0.889343262,0.790931438,0.989044985,1374618.727,1537498528,37.87157977,-122.2584462
192,0.10760498,0.011578832,-0.446121216,0.199024139,-0.792175293,0.627541695,0.915502412,1374618.786,1537498528,37.87157977,-122.2584462
