loggingSample(N),accelerometerAccelerationX(G),SQR_accelerometerAccelerationX(G),accelerometerAccelerationY(G),SQR_accelerometerAccelerationY(G),accelerometerAccelerationZ(G),SQR_accelerometerAccelerationZ(G),TOTAL_ACCELERATION,accelerometerTimestamp_sinceReboot(s),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84)
6806,0.338165283,0.114355759,0.957168579,0.916171689,-0.527389526,0.278139712,1.143969912,1375013.324,1537498922,37.85964568,-122.2557793
6807,-0.015762329,0.000248451,0.632904053,0.40056754,0.034729004,0.001206104,0.634052123,1375013.384,1537498922,37.85964568,-122.2557793
6808,0.001815796,3.30E-06,0.608551025,0.37033435,-0.156509399,0.024495192,0.628357254,1375013.443,1537498922,37.85964568,-122.2557793
6809,0.069747925,0.004864773,0.936233521,0.876533206,-0.212432861,0.04512772,0.96256205,1375013.503,1537498923,37.85959108,-122.2557738
6810,0.171585083,0.029441441,0.696426392,0.485009719,-0.414672852,0.171953574,0.828495464,1375013.563,1537498923,37.85959108,-122.2557738
6811,0.044113159,0.001945971,0.873214722,0.762503951,-0.4556427,0.20761027,0.985931129,1375013.622,1537498923,37.85959108,-122.2557738
6812,0.280700684,0.078792874,0.704940796,0.496941526,0.089431763,0.00799804,0.764023848,1375013.682,1537498923,37.85959108,-122.2557738
6813,0.66960144,0.448366088,0.918045044,0.842806703,-0.469467163,0.220399417,1.229460129,1375013.742,1537498923,37.85959108,-122.2557738
6814,0.441833496,0.195216838,0.999069214,0.998139294,-0.282974243,0.080074422,1.128463803,1375013.801,1537498923,37.85959108,-122.2557738
6815,0.49597168,0.245987907,0.835006714,0.697236212,0.122314453,0.014960825,0.978869218,1375013.861,1537498923,37.85959108,-122.2557738
6816,0.402420044,0.161941892,1.097793579,1.205150742,-0.528091431,0.278880559,1.282954868,1375013.921,1537498923,37.85959108,-122.2557738
6817,0.445755005,0.198697524,1.346893311,1.814121591,-0.647796631,0.419640475,1.559634441,1375013.98,1537498923,37.85959108,-122.2557738
6818,0.406097412,0.164915108,1.04006958,1.081744731,-0.260147095,0.067676511,1.146445093,1375014.04,1537498923,37.85959108,-122.2557738
6819,0.395935059,0.156764571,0.897109985,0.804806325,-0.176513672,0.031157076,0.996357352,1375014.099,1537498923,37.85959108,-122.2557738
6820,0.042648315,0.001818879,0.463897705,0.215201081,0.102920532,0.010592636,0.477087618,1375014.159,1537498923,37.85959108,-122.2557738
6821,-0.06842041,0.004681353,1.064712524,1.133612759,-0.126525879,0.016008798,1.074384898,1375014.219,1537498923,37.85959108,-122.2557738
6822,0.374221802,0.140041957,1.738372803,3.021940002,-0.726760864,0.528181353,1.920979779,1375014.278,1537498923,37.85959108,-122.2557738
6823,0.949935913,0.902378239,1.358291626,1.844956141,-0.393951416,0.155197718,1.703681924,1375014.338,1537498923,37.85959108,-122.2557738
6824,0.717880249,0.515352052,0.836364746,0.699505988,-0.260757446,0.067994446,1.132630781,1375014.398,1537498923,37.85959108,-122.2557738
6825,0.284881592,0.081157521,0.688751221,0.474378244,0.020736694,0.00043001,0.745631126,1375014.457,1537498923,37.85959108,-122.2557738
6826,0.200485229,0.040194327,0.803268433,0.645240175,0.095443726,0.009109505,0.833393069,1375014.517,1537498923,37.85959108,-122.2557738
6827,0.261428833,0.068345035,0.695922852,0.484308616,-0.278274536,0.077436717,0.793782318,1375014.577,1537498924,37.85950424,-122.255765
6828,0.254608154,0.064825312,0.584716797,0.341893733,-0.506835938,0.256882668,0.814617525,1375014.636,1537498924,37.85950424,-122.255765
6829,0.173416138,0.030073157,0.930404663,0.865652837,-0.571090698,0.326144585,1.105382549,1375014.696,1537498924,37.85950424,-122.255765
6830,0.375427246,0.140945617,1.198043823,1.435309002,-0.1300354,0.016909205,1.262205936,1375014.756,1537498924,37.85950424,-122.255765
6831,0.406707764,0.165411205,1.553131104,2.412216226,0.374969482,0.140602112,1.648705415,1375014.815,1537498924,37.85950424,-122.255765
6832,0.176116943,0.031017178,1.273010254,1.620555107,-0.029251099,0.000855627,1.285467974,1375014.875,1537498924,37.85950424,-122.255765
6833,0.357925415,0.128110603,0.488189697,0.23832918,-0.477264404,0.227781311,0.770857376,1375014.935,1537498924,37.85950424,-122.255765
6834,0.782562256,0.612403685,0.976272583,0.953108156,-0.599075317,0.358891235,1.387228559,1375014.994,1537498924,37.85950424,-122.255765
6835,0.450241089,0.202717038,0.95463562,0.911329167,0.186233521,0.034682924,1.071787819,1375015.054,1537498924,37.85950424,-122.255765
6836,0.442337036,0.195662053,1.232421875,1.518863678,0.035171509,0.001237035,1.309871279,1375015.113,1537498924,37.85950424,-122.255765
6837,0.857437134,0.735198439,2.386276245,5.694314317,-0.560958862,0.314674845,2.596957374,1375015.173,1537498924,37.85950424,-122.255765
6838,0.330795288,0.109425523,1.471237183,2.164538849,0.314651489,0.09900556,1.540444718,1375015.233,1537498924,37.85950424,-122.255765
6839,0.139129639,0.019357056,0.88822937,0.788951414,-0.928451538,0.862022258,1.292412755,1375015.292,1537498924,37.85950424,-122.255765
6840,0.250228882,0.062614493,0.689361572,0.475219377,-0.201644897,0.040660664,0.760588282,1375015.352,1537498924,37.85950424,-122.255765
6841,0.435577393,0.189727665,0.941207886,0.885872285,0.366836548,0.134569053,1.100076817,1375015.412,1537498924,37.85950424,-122.255765
6842,0.560897827,0.314606372,1.402999878,1.968408658,-0.466217041,0.217358329,1.581256892,1375015.471,1537498924,37.85950424,-122.255765
6843,-0.152053833,0.023120368,1.418457031,2.012020349,-0.09046936,0.008184705,1.429449342,1375015.531,1537498924,37.85950424,-122.255765
6844,0.119171143,0.014201761,0.285934448,0.081758509,0.022140503,0.000490202,0.310564763,1375015.591,1537498925,37.85940497,-122.255755
6845,0.421890259,0.177991391,0.342346191,0.117200914,-0.264846802,0.070143829,0.604430421,1375015.65,1537498925,37.85940497,-122.255755
6846,0.471374512,0.222193931,0.405441284,0.164382635,-0.223815918,0.050093565,0.660810208,1375015.71,1537498925,37.85940497,-122.255755
6847,0.140808105,0.019826922,0.121734619,0.014819317,-0.080749512,0.006520484,0.202895844,1375015.77,1537498925,37.85940497,-122.255755
6848,0.50352478,0.253537204,1.142593384,1.305519641,-0.441574097,0.194987683,1.324403461,1375015.829,1537498925,37.85940497,-122.255755
6849,0.448608398,0.201249495,0.88079834,0.775805716,-0.449523926,0.20207176,1.08587613,1375015.889,1537498925,37.85940497,-122.255755
6850,0.245941162,0.060487055,0.987487793,0.975132141,-1.053192139,1.109213682,1.464524796,1375015.949,1537498925,37.85940497,-122.255755
6851,0.265487671,0.070483703,0.762573242,0.581517949,-0.118789673,0.014110986,0.816157239,1375016.008,1537498925,37.85940497,-122.255755
6852,-0.087127686,0.007591234,0.645675659,0.416897057,-0.219711304,0.048273057,0.68757643,1375016.068,1537498925,37.85940497,-122.255755
6853,0.016616821,0.000276119,1.24382019,1.547088665,-0.200561523,0.040224925,1.259995916,1375016.128,1537498925,37.85940497,-122.255755
6854,0.105117798,0.011049751,0.806793213,0.650915289,-0.117431641,0.01379019,0.822043326,1375016.187,1537498925,37.85940497,-122.255755
6855,0.766998291,0.588286378,1.014266968,1.028737482,-0.684783936,0.468929039,1.444282832,1375016.247,1537498925,37.85940497,-122.255755
6856,0.351547241,0.123585463,0.511810303,0.261949786,-0.501724243,0.251727216,0.798287207,1375016.307,1537498925,37.85940497,-122.255755
6857,0.274124146,0.075144047,0.252716064,0.063865409,-0.037643433,0.001417028,0.374735219,1375016.366,1537498925,37.85940497,-122.255755
6858,0.336120605,0.112977061,0.62890625,0.395523071,0.276062012,0.076210234,0.764663564,1375016.426,1537498925,37.85940497,-122.255755
6859,0.193359375,0.037387848,0.480163574,0.230557058,-0.063644409,0.004050611,0.521531894,1375016.486,1537498925,37.85940497,-122.255755
6860,0.028396606,0.000806367,0.685775757,0.470288389,-0.647247314,0.418929085,0.943410749,1375016.545,1537498926,37.85932287,-122.2557467
6861,0.411621094,0.169431925,0.979125977,0.958687679,-0.629226685,0.395926221,1.234522509,1375016.605,1537498926,37.85932287,-122.2557467
6862,0.126586914,0.016024247,1.108184814,1.228073582,0.138183594,0.019094706,1.123918384,1375016.664,1537498926,37.85932287,-122.2557467
6863,-0.026046753,0.000678433,0.64074707,0.410556808,0.207794189,0.043178425,0.674102118,1375016.724,1537498926,37.85932287,-122.2557467
6864,0.173095703,0.029962122,0.53187561,0.282891665,-0.268005371,0.071826879,0.620226302,1375016.784,1537498926,37.85932287,-122.2557467
6865,0.535766602,0.287045852,0.495849609,0.245866835,-0.555892944,0.309016965,0.917567246,1375016.843,1537498926,37.85932287,-122.2557467
6866,0.494506836,0.244537011,0.634155273,0.40215291,-0.238739014,0.056996317,0.838860082,1375016.903,1537498926,37.85932287,-122.2557467
6867,0.336654663,0.113336362,0.230392456,0.053080684,-0.075759888,0.005739561,0.41491759,1375016.963,1537498926,37.85932287,-122.2557467
6868,0.456741333,0.208612645,0.844223022,0.712712511,-0.01914978,0.000366714,0.960047848,1375017.022,1537498926,37.85932287,-122.2557467
6869,0.451385498,0.203748868,0.764038086,0.583754197,-0.549728394,0.302201307,1.043889061,1375017.082,1537498926,37.85932287,-122.2557467
6870,0.229782104,0.052799815,1.362182617,1.855541482,-0.582702637,0.339542363,1.499294388,1375017.142,1537498926,37.85932287,-122.2557467
6871,0.176147461,0.031027928,1.188812256,1.41327458,-0.134307861,0.018038602,1.209272967,1375017.201,1537498926,37.85932287,-122.2557467
6872,-0.004943848,2.44E-05,1.017059326,1.034409673,-0.060638428,0.003677019,1.018877389,1375017.261,1537498926,37.85932287,-122.2557467
6873,0.022247314,0.000494943,1.028808594,1.058447123,0.001144409,1.31E-06,1.029049744,1375017.321,1537498926,37.85932287,-122.2557467
6874,0.302307129,0.0913896,0.549957275,0.302453004,-0.429916382,0.184828096,0.760704082,1375017.38,1537498926,37.85932287,-122.2557467
6875,0.46031189,0.211887036,0.445144653,0.198153762,-0.543289185,0.295163139,0.839764215,1375017.44,1537498926,37.85932287,-122.2557467
6876,0.301559448,0.090938101,1.127716064,1.271743521,-0.041168213,0.001694822,1.168065257,1375017.5,1537498926,37.85932287,-122.2557467
6877,0.356048584,0.126770594,1.169158936,1.366932618,0.043823242,0.001920477,1.222956945,1375017.559,1537498926,37.85932287,-122.2557467
6878,0.576583862,0.33244895,1.344696045,1.808207453,-0.136657715,0.018675331,1.46946648,1375017.619,1537498927,37.85922101,-122.2557364
6879,0.397705078,0.158169329,1.073501587,1.152405657,-0.787582397,0.620286032,1.389554252,1375017.679,1537498927,37.85922101,-122.2557364
6880,0.126647949,0.016039703,0.480651855,0.231026206,-0.458343506,0.210078769,0.67612475,1375017.738,1537498927,37.85922101,-122.2557364
6881,0.43371582,0.188109413,1.43963623,2.072552475,-0.178253174,0.031774194,1.514079285,1375017.798,1537498927,37.85922101,-122.2557364
6882,0.17010498,0.028935704,0.668411255,0.446773606,0.312255859,0.097503721,0.757108335,1375017.858,1537498927,37.85922101,-122.2557364
6883,-0.053741455,0.002888144,0.220306396,0.048534908,-0.178833008,0.031981245,0.288798021,1375017.917,1537498927,37.85922101,-122.2557364
6884,0.203292847,0.041327982,-0.24130249,0.058226892,-0.217300415,0.04721947,0.383111399,1375017.977,1537498927,37.85922101,-122.2557364
6885,0.57913208,0.335393966,0.875244141,0.766052306,-0.714294434,0.510216538,1.269512824,1375018.036,1537498927,37.85922101,-122.2557364
6886,0.543945313,0.295876504,1.100845337,1.211860456,0.008514404,7.25E-05,1.227928929,1375018.096,1537498927,37.85922101,-122.2557364
6887,0.533493042,0.284614826,0.99609375,0.992202759,-0.211868286,0.044888171,1.149654624,1375018.156,1537498927,37.85922101,-122.2557364
6888,0.261306763,0.068281224,0.621063232,0.385719538,-0.177032471,0.031340496,0.69666438,1375018.215,1537498927,37.85922101,-122.2557364
6889,-0.050933838,0.002594256,0.598419189,0.358105526,-0.451049805,0.203445927,0.751096338,1375018.275,1537498927,37.85922101,-122.2557364
6890,0.254196167,0.064615691,1.216278076,1.479332358,-0.235961914,0.055678025,1.264763248,1375018.335,1537498927,37.85922101,-122.2557364
6891,0.299514771,0.089709098,1.139907837,1.299389877,-0.122879028,0.015099256,1.184988705,1375018.394,1537498927,37.85922101,-122.2557364
6892,0.222717285,0.049602989,1.600418091,2.561338066,0.235671997,0.05554129,1.632936724,1375018.454,1537498927,37.85922101,-122.2557364
6893,0.243606567,0.059344159,0.970947266,0.942738593,-0.425720215,0.181237701,1.087805338,1375018.514,1537498927,37.85922101,-122.2557364
6894,0.639221191,0.408603731,0.768722534,0.590934334,-0.353286743,0.124811523,1.06035352,1375018.573,1537498927,37.85922101,-122.2557364
6895,0.653869629,0.427545492,1.151702881,1.326419526,-0.017837524,0.000318177,1.324493562,1375018.633,1537498928,37.85912386,-122.2557266
6896,0.382949829,0.146650572,0.593658447,0.352430352,0.190124512,0.03614733,0.731592956,1375018.693,1537498928,37.85912386,-122.2557266
6897,0.526000977,0.276677028,0.873245239,0.762557247,-0.32975769,0.108740134,1.071435677,1375018.752,1537498928,37.85912386,-122.2557266
6898,0.145187378,0.021079375,1.094894409,1.198793767,-0.5025177,0.252524039,1.213423743,1375018.812,1537498928,37.85912386,-122.2557266
6899,-0.120056152,0.01441348,0.655502319,0.42968329,0.011322021,0.000128188,0.666502032,1375018.872,1537498928,37.85912386,-122.2557266
6900,-0.097015381,0.009411984,0.074539185,0.00555609,0.242401123,0.058758304,0.271526018,1375018.931,1537498928,37.85912386,-122.2557266
6901,0.162948608,0.026552249,0.822433472,0.676396816,-0.654983521,0.429003413,1.063932553,1375018.991,1537498928,37.85912386,-122.2557266
6902,0.374694824,0.140396211,1.244903564,1.549784884,-0.238540649,0.056901641,1.321772573,1375019.051,1537498928,37.85912386,-122.2557266
6903,0.824142456,0.679210788,1.760787964,3.100374254,-0.417114258,0.173984304,1.988358455,1375019.11,1537498928,37.85912386,-122.2557266
6904,0.545501709,0.297572115,1.344482422,1.807632983,0.378616333,0.143350328,1.499518398,1375019.17,1537498928,37.85912386,-122.2557266
6905,0.453536987,0.205695799,0.876602173,0.76843137,-0.323959351,0.104949661,1.038786229,1375019.23,1537498928,37.85912386,-122.2557266
6906,0.309005737,0.095484545,0.466110229,0.217258746,-0.077514648,0.006008521,0.564581094,1375019.289,1537498928,37.85912386,-122.2557266
6907,0.726379395,0.527627025,2.221557617,4.935318246,-0.419677734,0.1761294,2.374673593,1375019.349,1537498928,37.85912386,-122.2557266
6908,0.067565918,0.004565153,0.52796936,0.278751645,0.124511719,0.015503168,0.546644278,1375019.409,1537498928,37.85912386,-122.2557266
6909,-0.077468872,0.006001426,0.473327637,0.224039052,0.105697632,0.011171989,0.491133859,1375019.468,1537498928,37.85912386,-122.2557266
6910,0.161849976,0.026195415,0.34538269,0.119289203,-0.101623535,0.010327343,0.394730237,1375019.528,1537498928,37.85912386,-122.2557266
6911,0.120880127,0.014612005,0.840011597,0.705619483,-0.324829102,0.105513946,0.908705361,1375019.588,1537498929,37.85901814,-122.2557174
6912,0.30418396,0.092527882,0.473724365,0.224414774,-0.208587646,0.043508806,0.6003761,1375019.647,1537498929,37.85901814,-122.2557174
6913,0.638839722,0.40811619,0.89289856,0.797267838,-0.702301025,0.49322673,1.303307622,1375019.707,1537498929,37.85901814,-122.2557174
6914,0.574279785,0.329797271,1.454971313,2.116941522,0.072662354,0.005279818,1.565892273,1375019.766,1537498929,37.85901814,-122.2557174
6915,0.577194214,0.333153161,1.37651062,1.894781487,-0.437805176,0.191673372,1.555508926,1375019.826,1537498929,37.85901814,-122.2557174
6916,0.098922729,0.009785706,0.314407349,0.098851981,-0.041015625,0.001682281,0.3321445,1375019.886,1537498929,37.85901814,-122.2557174
6917,0.400222778,0.160178272,1.284072876,1.648843151,-0.561416626,0.315188628,1.457466998,1375019.945,1537498929,37.85901814,-122.2557174
6918,0.21434021,0.045941726,0.993392944,0.986829541,-0.009368896,8.78E-05,1.01629673,1375020.005,1537498929,37.85901814,-122.2557174
6919,0.268066406,0.071859598,0.941986084,0.887337782,-0.400466919,0.160373753,1.058097885,1375020.065,1537498929,37.85901814,-122.2557174
6920,0.518203735,0.268535111,1.165939331,1.359414524,-0.293243408,0.085991696,1.309175821,1375020.124,1537498929,37.85901814,-122.2557174
6921,0.444366455,0.197461546,1.382080078,1.910145342,-0.371887207,0.138300095,1.49863504,1375020.184,1537498929,37.85901814,-122.2557174
6922,0.162582397,0.026433036,0.673690796,0.453859289,-0.085098267,0.007241715,0.698236378,1375020.244,1537498929,37.85901814,-122.2557174
6923,0.108276367,0.011723772,0.25958252,0.067383085,-0.052810669,0.002788967,0.286174463,1375020.303,1537498929,37.85901814,-122.2557174
6924,0.057785034,0.00333911,0.403945923,0.163172309,-0.268096924,0.071875961,0.488249301,1375020.363,1537498929,37.85901814,-122.2557174
6925,0.601913452,0.362299804,1.567062378,2.455684497,-0.166824341,0.027830361,1.686954256,1375020.423,1537498929,37.85901814,-122.2557174
6926,0.413360596,0.170866982,0.923156738,0.852218363,-0.397369385,0.157902428,1.086732614,1375020.482,1537498929,37.85901814,-122.2557174
6927,0.582977295,0.339862526,1.769790649,3.132158941,-0.512832642,0.262997319,1.932619669,1375020.542,1537498929,37.85901814,-122.2557174
6928,0.14781189,0.021848355,0.345153809,0.119131152,0.12387085,0.015343987,0.39537766,1375020.602,1537498930,37.85892263,-122.2557104
6929,0.414413452,0.171738509,1.32144165,1.746208034,-0.533615112,0.284745088,1.484146769,1375020.661,1537498930,37.85892263,-122.2557104
6930,0.255218506,0.065136486,0.994750977,0.989529506,-0.183685303,0.033740291,1.043267119,1375020.721,1537498930,37.85892263,-122.2557104
6931,0.11579895,0.013409397,0.703643799,0.495114596,-0.409194946,0.167440504,0.822170601,1375020.781,1537498930,37.85892263,-122.2557104
6932,0.472579956,0.223331815,0.80116272,0.641861704,-0.100112915,0.010022596,0.935529858,1375020.84,1537498930,37.85892263,-122.2557104
6933,0.398727417,0.158983553,1.135955811,1.290395605,-0.255935669,0.065503067,1.230805518,1375020.9,1537498930,37.85892263,-122.2557104
6934,0.228500366,0.052212417,0.710845947,0.50530196,0.045822144,0.002099669,0.748073557,1375020.96,1537498930,37.85892263,-122.2557104
6935,0.519470215,0.269849304,0.764419556,0.584337258,-0.278320313,0.077462197,0.965219539,1375021.019,1537498930,37.85892263,-122.2557104
6936,0.436828613,0.190819237,1.199386597,1.438528209,-0.001663208,2.77E-06,1.276460032,1375021.079,1537498930,37.85892263,-122.2557104
6937,0.303131104,0.091888466,0.75793457,0.574464812,-0.214614868,0.046059542,0.844045508,1375021.139,1537498930,37.85892263,-122.2557104
6938,0.472808838,0.223548197,0.95199585,0.906296098,-0.141448975,0.020007813,1.072311572,1375021.198,1537498930,37.85892263,-122.2557104
6939,0.300750732,0.090451003,0.752838135,0.566765258,-0.054092407,0.002925988,0.812491384,1375021.258,1537498930,37.85892263,-122.2557104
6940,0.395324707,0.156281624,1.304580688,1.701930772,-0.281356812,0.079161656,1.391895848,1375021.318,1537498930,37.85892263,-122.2557104
6941,0.15447998,0.023864064,0.876174927,0.767682503,-0.011230469,0.000126123,0.889759906,1375021.377,1537498930,37.85892263,-122.2557104
6942,0.187820435,0.035276516,1.016937256,1.034161383,-0.414001465,0.171397213,1.113927786,1375021.437,1537498930,37.85892263,-122.2557104
6943,0.211990356,0.044939911,0.918167114,0.843030849,-0.031005859,0.000961363,0.94283197,1375021.496,1537498931,37.85882796,-122.2557034
6944,0.163574219,0.026756525,0.793579102,0.629767791,-0.178421021,0.031834061,0.829673657,1375021.556,1537498931,37.85882796,-122.2557034
6945,0.203643799,0.041470797,0.7159729,0.512617194,-0.183151245,0.033544379,0.766571829,1375021.616,1537498931,37.85882796,-122.2557034
6946,0.467193604,0.218269864,0.792007446,0.627275795,0.016357422,0.000267565,0.919681044,1375021.675,1537498931,37.85882796,-122.2557034
6947,0.447753906,0.20048356,0.699188232,0.488864184,-0.504180908,0.254198388,0.971363028,1375021.735,1537498931,37.85882796,-122.2557034
6948,0.426361084,0.181783774,1.466644287,2.151045465,-0.49647522,0.246487644,1.606025181,1375021.795,1537498931,37.85882796,-122.2557034
6949,0.386444092,0.149339036,1.162948608,1.352449465,0.384140015,0.147563551,1.28427102,1375021.854,1537498931,37.85882796,-122.2557034
6950,0.442840576,0.196107776,1.090759277,1.1897558,-0.247894287,0.061451578,1.20304412,1375021.914,1537498931,37.85882796,-122.2557034
6951,0.08782959,0.007714037,0.540527344,0.29216981,-0.142532349,0.020315471,0.565861571,1375021.974,1537498931,37.85882796,-122.2557034
6952,0.288879395,0.083451305,0.724533081,0.524948185,-0.487686157,0.237837788,0.91991156,1375022.033,1537498931,37.85882796,-122.2557034
6953,0.243438721,0.059262411,0.465164185,0.216377719,0.108688354,0.011813158,0.536146704,1375022.093,1537498931,37.85882796,-122.2557034
6954,0.105422974,0.011114003,0.415115356,0.172320759,-0.208786011,0.043591598,0.476472833,1375022.153,1537498931,37.85882796,-122.2557034
6955,0.41192627,0.169683252,1.016616821,1.033509761,0.179412842,0.032188968,1.111477386,1375022.212,1537498931,37.85882796,-122.2557034
6956,0.098739624,0.009749513,0.976898193,0.954330079,0.035842896,0.001284713,0.982529545,1375022.272,1537498931,37.85882796,-122.2557034
6957,0.547119141,0.299339354,1.620239258,2.625175253,-0.182342529,0.033248798,1.719814934,1375022.332,1537498931,37.85882796,-122.2557034
6958,0.648498535,0.42055035,1.665603638,2.774235479,-0.380844116,0.145042241,1.82751965,1375022.391,1537498931,37.85882796,-122.2557034
6959,0.396148682,0.156933778,0.944046021,0.89122289,-0.329498291,0.108569124,1.075511874,1375022.451,1537498931,37.85882796,-122.2557034
6960,0.278778076,0.077717216,1.025665283,1.051989273,-0.497283936,0.247291313,1.173455496,1375022.511,1537498931,37.85882796,-122.2557034
6961,0.337936401,0.114201011,0.821838379,0.675418321,0.136795044,0.018712884,0.899072976,1375022.57,1537498932,37.8587363,-122.2556966
6962,0.460250854,0.211830849,1.17388916,1.37801576,-0.105941772,0.011223659,1.265334054,1375022.63,1537498932,37.8587363,-122.2556966
6963,0.216003418,0.046657477,0.623291016,0.388491691,0.115997314,0.013455377,0.669779474,1375022.69,1537498932,37.8587363,-122.2556966
6964,0.487686157,0.237837788,1.394058228,1.943398343,-0.796783447,0.634863861,1.67812395,1375022.749,1537498932,37.8587363,-122.2556966
6965,0.365402222,0.133518784,1.057037354,1.117327968,-0.133850098,0.017915849,1.126393626,1375022.809,1537498932,37.8587363,-122.2556966
6966,0.315109253,0.099293841,1.137969971,1.294975655,-0.363220215,0.131928925,1.235394035,1375022.869,1537498932,37.8587363,-122.2556966
6967,0.077850342,0.006060676,0.054046631,0.002921038,0.619293213,0.383524084,0.626502831,1375022.928,1537498932,37.8587363,-122.2556966
6968,0.053222656,0.002832651,-0.258132935,0.066632612,-0.152023315,0.023111088,0.304263622,1375022.988,1537498932,37.8587363,-122.2556966
6969,0.201004028,0.040402619,0.500473022,0.250473246,-0.038162231,0.001456356,0.540677557,1375023.047,1537498932,37.8587363,-122.2556966
6970,0.057754517,0.003335584,0.38949585,0.151707017,0.013458252,0.000181125,0.393984423,1375023.107,1537498932,37.8587363,-122.2556966
