loggingSample(N),accelerometerAccelerationX(G),SQR_accelerometerAccelerationX(G),accelerometerAccelerationY(G),SQR_accelerometerAccelerationY(G),accelerometerAccelerationZ(G),SQR_accelerometerAccelerationZ(G),TOTAL_ACCELERATION,accelerometerTimestamp_sinceReboot(s),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84)
22680,-0.02142334,0.000458959,-0.285995483,0.081793416,0.252059937,0.063534212,0.381820099,1375946.506,1537499855,37.8089793,-122.2562759
22681,0.458221436,0.209966884,2.447189331,5.988735622,-0.355316162,0.126249575,2.514945741,1375946.565,1537499856,37.80897056,-122.2561708
22682,0.154525757,0.02387821,1.117614746,1.24906272,-0.700744629,0.491043035,1.328150581,1375946.625,1537499856,37.80897056,-122.2561708
22683,0.065063477,0.004233256,0.415206909,0.172396777,0.170944214,0.029221924,0.453709111,1375946.685,1537499856,37.80897056,-122.2561708
22684,0.286682129,0.082186643,0.647537231,0.419304466,0.355072021,0.12607614,0.792191422,1375946.744,1537499856,37.80897056,-122.2561708
22685,-0.014648438,0.000214577,0.461380005,0.212871509,-0.197647095,0.039064374,0.502145855,1375946.804,1537499856,37.80897056,-122.2561708
22686,-0.145309448,0.021114836,0.137756348,0.018976811,-0.00227356,5.17E-06,0.200241894,1375946.864,1537499856,37.80897056,-122.2561708
22687,0.636230469,0.40478921,1.301025391,1.692667068,-0.624191284,0.389614759,1.577045033,1375946.923,1537499856,37.80897056,-122.2561708
22688,0.140167236,0.019646854,0.853942871,0.729218427,-0.125640869,0.015785628,0.874443199,1375946.983,1537499856,37.80897056,-122.2561708
22689,0.398712158,0.158971385,1.303497314,1.699105248,0.132019043,0.017429028,1.369491022,1375947.043,1537499856,37.80897056,-122.2561708
22690,0.320449829,0.102688093,0.74067688,0.548602241,-0.077133179,0.005949527,0.810703312,1375947.102,1537499856,37.80897056,-122.2561708
22691,-0.024703979,0.000610287,0.239608765,0.05741236,-0.170501709,0.029070833,0.295116044,1375947.162,1537499856,37.80897056,-122.2561708
22692,0.115310669,0.01329655,1.231781006,1.517284447,-0.291793823,0.085143635,1.271111573,1375947.222,1537499856,37.80897056,-122.2561708
22693,0.247833252,0.061421321,1.728897095,2.989085165,-0.47833252,0.228802,1.810886105,1375947.281,1537499856,37.80897056,-122.2561708
22694,0.16456604,0.027081982,1.064025879,1.132151071,0.155471802,0.024171481,1.087843984,1375947.341,1537499856,37.80897056,-122.2561708
22695,0.592315674,0.350837858,3.886322021,15.10349885,-0.788009644,0.620959199,4.009400941,1375947.401,1537499856,37.80897056,-122.2561708
22696,-0.153625488,0.023600791,0.176940918,0.031308088,0.159332275,0.025386774,0.283364876,1375947.46,1537499856,37.80897056,-122.2561708
22697,0.410324097,0.168365865,1.448623657,2.0985105,0.015670776,0.000245573,1.505696496,1375947.52,1537499857,37.80896197,-122.2560656
22698,0.371185303,0.137778529,0.797729492,0.636372342,-0.257354736,0.06623146,0.916723694,1375947.58,1537499857,37.80896197,-122.2560656
22699,0.408096313,0.166542601,1.469223022,2.158616288,-0.465194702,0.216406111,1.594228654,1375947.639,1537499857,37.80896197,-122.2560656
22700,0.253295898,0.064158812,0.171829224,0.029525282,-0.127243042,0.016190792,0.331473809,1375947.699,1537499857,37.80896197,-122.2560656
22701,0.057632446,0.003321499,-0.300964355,0.090579543,-0.221389771,0.049013431,0.378040305,1375947.759,1537499857,37.80896197,-122.2560656
22702,0.224014282,0.050182399,1.225799561,1.502584564,-0.228988647,0.0524358,1.266965967,1375947.818,1537499857,37.80896197,-122.2560656
22703,0.141036987,0.019891432,1.171279907,1.371896621,-0.113800049,0.012950451,1.185216648,1375947.878,1537499857,37.80896197,-122.2560656
22704,0.01234436,0.000152383,0.796127319,0.633818708,-0.183776855,0.033773932,0.81715667,1375947.938,1537499857,37.80896197,-122.2560656
22705,0.138916016,0.01929766,0.601913452,0.362299804,0.010055542,0.000101114,0.617817592,1375947.997,1537499857,37.80896197,-122.2560656
22706,0.039550781,0.001564264,0.569244385,0.32403917,-0.007995605,6.39E-05,0.570672729,1375948.057,1537499857,37.80896197,-122.2560656
22707,-0.05027771,0.002527848,0.610290527,0.372454527,-0.116210938,0.013504982,0.62328754,1375948.116,1537499857,37.80896197,-122.2560656
22708,0.263397217,0.069378094,0.543884277,0.295810107,-0.133621216,0.017854629,0.61890454,1375948.176,1537499857,37.80896197,-122.2560656
22709,0.281768799,0.079393656,0.573379517,0.328764071,-0.00970459,9.42E-05,0.638945933,1375948.236,1537499857,37.80896197,-122.2560656
22710,0.256088257,0.065581195,0.656478882,0.430964523,-0.082336426,0.006779287,0.709454019,1375948.295,1537499857,37.80896197,-122.2560656
22711,0.325927734,0.106228888,0.985519409,0.971248506,-0.387985229,0.150532538,1.108156095,1375948.355,1537499857,37.80896197,-122.2560656
22712,0.246856689,0.060938225,0.560073853,0.313682721,-0.088104248,0.007762359,0.618371494,1375948.415,1537499857,37.80896197,-122.2560656
22713,0.116958618,0.013679318,0.676437378,0.457567526,-0.032913208,0.001083279,0.687262776,1375948.474,1537499857,37.80896197,-122.2560656
22714,0.133911133,0.017932192,1.379959106,1.904287134,-0.326843262,0.106826518,1.424445802,1375948.534,1537499858,37.80895358,-122.2559623
22715,0.08392334,0.007043127,1.06111145,1.125957509,-0.00112915,1.27E-06,1.064425625,1375948.594,1537499858,37.80895358,-122.2559623
22716,0.263687134,0.069530905,1.225265503,1.501275553,-0.375488281,0.140991449,1.308356949,1375948.653,1537499858,37.80895358,-122.2559623
22717,0.257247925,0.066176495,0.933807373,0.87199621,0.06022644,0.003627224,0.97046377,1375948.713,1537499858,37.80895358,-122.2559623
22718,0.164077759,0.026921511,1.043807983,1.089535105,-0.266540527,0.071043853,1.089724951,1375948.773,1537499858,37.80895358,-122.2559623
22719,0.494720459,0.244748333,1.61428833,2.605926812,-0.432037354,0.186656275,1.742794142,1375948.832,1537499858,37.80895358,-122.2559623
22720,0.469558716,0.220485388,1.255218506,1.575573498,-0.437103271,0.19105927,1.409651785,1375948.892,1537499858,37.80895358,-122.2559623
22721,0.269882202,0.072836403,1.322631836,1.749354974,-0.171600342,0.029446677,1.360749078,1375948.952,1537499858,37.80895358,-122.2559623
22722,0.260375977,0.067795649,0.672943115,0.452852436,0.027770996,0.000771228,0.722093701,1375949.011,1537499858,37.80895358,-122.2559623
22723,0.300415039,0.090249196,0.804641724,0.647448304,-0.263442993,0.069402211,0.898387283,1375949.071,1537499858,37.80895358,-122.2559623
22724,0.169128418,0.028604422,1.306350708,1.706552172,-0.455703735,0.207665894,1.393851674,1375949.131,1537499858,37.80895358,-122.2559623
22725,0.191040039,0.036496297,1.524215698,2.323233494,-0.395324707,0.156281624,1.586194003,1375949.19,1537499858,37.80895358,-122.2559623
22726,0.20916748,0.043751035,1.383392334,1.91377435,-0.021652222,0.000468819,1.399283461,1375949.25,1537499858,37.80895358,-122.2559623
22727,0.086654663,0.007509031,0.675430298,0.456206087,-0.345596313,0.119436812,0.76364385,1375949.309,1537499858,37.80895358,-122.2559623
22728,0.061080933,0.00373088,0.970123291,0.9411392,-0.206008911,0.042439671,0.993634617,1375949.369,1537499858,37.80895358,-122.2559623
22729,0.033599854,0.00112895,-0.277603149,0.077063508,0.18510437,0.034263628,0.335344728,1375949.429,1537499858,37.80895358,-122.2559623
22730,0.457626343,0.20942187,0.970901489,0.942649701,-0.474197388,0.224863163,1.173428623,1375949.488,1537499858,37.80895358,-122.2559623
22731,0.407226563,0.165833474,0.716674805,0.513622776,-0.269515991,0.072638869,0.867234178,1375949.548,1537499858,37.80895358,-122.2559623
22732,0.300949097,0.090570359,1.209701538,1.463377811,-0.152908325,0.023380956,1.255917643,1375949.608,1537499859,37.80894647,-122.2558748
22733,0.435943604,0.190046826,1.196578979,1.431801253,0.119400024,0.014256366,1.279102984,1375949.667,1537499859,37.80894647,-122.2558748
22734,0.063781738,0.00406811,0.457595825,0.209393939,-0.062026978,0.003847346,0.466164558,1375949.727,1537499859,37.80894647,-122.2558748
22735,0.031066895,0.000965152,0.727584839,0.529379698,-0.2474823,0.061247489,0.769150401,1375949.787,1537499859,37.80894647,-122.2558748
22736,0.16456604,0.027081982,1.150436401,1.323503913,-0.253631592,0.064328984,1.189501946,1375949.846,1537499859,37.80894647,-122.2558748
22737,0.11529541,0.013293032,0.958572388,0.918861023,-0.019271851,0.000371404,0.965673578,1375949.906,1537499859,37.80894647,-122.2558748
22738,0.167633057,0.028100842,0.957168579,0.916171689,0.016708374,0.00027917,0.971880497,1375949.965,1537499859,37.80894647,-122.2558748
22739,0.1118927,0.012519976,1.026306152,1.053304318,0.149154663,0.022247113,1.043106614,1375950.025,1537499859,37.80894647,-122.2558748
22740,0.219055176,0.04798517,1.020629883,1.041685358,-0.033096313,0.001095366,1.044397383,1375950.085,1537499859,37.80894647,-122.2558748
22741,0.427871704,0.183074195,0.966033936,0.933221566,-0.332336426,0.1104475,1.107584426,1375950.144,1537499859,37.80894647,-122.2558748
22742,0.407501221,0.166057245,1.113342285,1.239531044,-0.222808838,0.049643778,1.206329999,1375950.204,1537499859,37.80894647,-122.2558748
22743,0.284545898,0.080966368,1.104904175,1.220813236,-0.105987549,0.011233361,1.145867778,1375950.264,1537499859,37.80894647,-122.2558748
22744,0.280456543,0.078655873,0.762802124,0.58186708,0.121917725,0.014863932,0.821819253,1375950.323,1537499859,37.80894647,-122.2558748
22745,0.160186768,0.025659801,0.85256958,0.726874889,0.017562866,0.000308454,0.867665341,1375950.383,1537499859,37.80894647,-122.2558748
22746,0.125747681,0.015812479,1.465881348,2.148808126,-0.344207764,0.118478985,1.510992915,1375950.443,1537499859,37.80894647,-122.2558748
22747,0.023101807,0.000533693,1.185333252,1.405014918,-0.416229248,0.173246787,1.256501253,1375950.502,1537499859,37.80894647,-122.2558748
22748,0.518432617,0.268772378,2.260513306,5.109920407,-0.687637329,0.472845096,2.418995221,1375950.562,1537499860,37.80893711,-122.255767
22749,0.61807251,0.382013628,3.479278564,12.10537933,-0.181610107,0.032982231,3.538414219,1375950.622,1537499860,37.80893711,-122.255767
22750,0.561203003,0.314948811,2.388946533,5.707065538,-0.263824463,0.069603347,2.468120276,1375950.681,1537499860,37.80893711,-122.255767
22751,0.110076904,0.012116925,0.851989746,0.725886527,-0.126342773,0.015962496,0.868312126,1375950.741,1537499860,37.80893711,-122.255767
22752,0.264251709,0.069828966,0.311004639,0.096723885,-0.298797607,0.08928001,0.50579923,1375950.8,1537499860,37.80893711,-122.255767
22753,0.336975098,0.113552217,0.840576172,0.706568301,-0.377609253,0.142588748,0.981177489,1375950.86,1537499860,37.80893711,-122.255767
22754,0.221221924,0.04893914,0.779266357,0.607256055,-0.116073608,0.013473082,0.81833262,1375950.92,1537499860,37.80893711,-122.255767
22755,0.268249512,0.071957801,0.410552979,0.168553749,0.184692383,0.034111276,0.524044679,1375950.979,1537499860,37.80893711,-122.255767
22756,0.326126099,0.106358232,1.310958862,1.718613138,-0.339736938,0.115421187,1.39297974,1375951.039,1537499860,37.80893711,-122.255767
22757,0.013900757,0.000193231,0.750869751,0.563805383,-0.247451782,0.061232384,0.790715498,1375951.099,1537499860,37.80893711,-122.255767
22758,0.148895264,0.0221698,1.072616577,1.150506321,-0.310501099,0.096410932,1.12653764,1375951.158,1537499860,37.80893711,-122.255767
22759,-0.060821533,0.003699259,-0.175476074,0.030791853,-0.000350952,1.23E-07,0.185718159,1375951.218,1537499860,37.80893711,-122.255767
22760,0.296173096,0.087718503,1.431015015,2.047803973,-0.325164795,0.105732144,1.497082035,1375951.278,1537499860,37.80893711,-122.255767
22761,0.56086731,0.314572139,2.019973755,4.080293971,0.045120239,0.002035836,2.096879097,1375951.337,1537499860,37.80893711,-122.255767
22762,0.137786865,0.01898522,0.657196045,0.431906642,-0.144638062,0.020920169,0.686885748,1375951.397,1537499860,37.80893711,-122.255767
22763,0.376358032,0.141645368,0.971862793,0.944517288,-0.369171143,0.136287333,1.105644604,1375951.456,1537499860,37.80893711,-122.255767
22764,0.487854004,0.238001529,1.761795044,3.103921777,-0.001907349,3.64E-06,1.828093801,1375951.516,1537499860,37.80893711,-122.255767
22765,0.246032715,0.060532097,0.807479858,0.652023721,-0.053283691,0.002839152,0.845810244,1375951.576,1537499861,37.80892903,-122.2556771
22766,0.1222229,0.014938437,0.769927979,0.592789093,0.038101196,0.001451701,0.780499347,1375951.635,1537499861,37.80892903,-122.2556771
22767,0.165344238,0.027338717,0.753189087,0.567293801,0.105895996,0.011213962,0.778361407,1375951.695,1537499861,37.80892903,-122.2556771
22768,0.185134888,0.034274927,0.725646973,0.526563529,0.097793579,0.009563584,0.755249654,1375951.755,1537499861,37.80892903,-122.2556771
22769,0.143264771,0.020524795,0.712875366,0.508191287,-0.172241211,0.029667035,0.747250371,1375951.814,1537499861,37.80892903,-122.2556771
22770,0.17237854,0.029714361,0.592453003,0.351000561,0.073776245,0.005442934,0.621416009,1375951.874,1537499861,37.80892903,-122.2556771
22771,0.140640259,0.019779682,0.612258911,0.374860974,-0.287826538,0.082844116,0.69100273,1375951.934,1537499861,37.80892903,-122.2556771
22772,0.113265991,0.012829185,0.690231323,0.476419279,-0.233795166,0.05466018,0.737501623,1375951.993,1537499861,37.80892903,-122.2556771
22773,0.165344238,0.027338717,0.883651733,0.780840385,-0.000549316,3.02E-07,0.898987989,1375952.053,1537499861,37.80892903,-122.2556771
22774,0.221008301,0.048844669,1.393630981,1.942207311,-0.013626099,0.000185671,1.411112204,1375952.113,1537499861,37.80892903,-122.2556771
22775,0.224227905,0.050278153,0.725601196,0.526497096,-0.055770874,0.00311039,0.761502225,1375952.172,1537499861,37.80892903,-122.2556771
22776,0.223464966,0.049936591,0.723815918,0.523909483,-0.124801636,0.015575448,0.767737926,1375952.232,1537499861,37.80892903,-122.2556771
22777,0.130081177,0.016921113,0.574111938,0.329604517,0.049819946,0.002482027,0.5907687,1375952.291,1537499861,37.80892903,-122.2556771
22778,0.104324341,0.010883568,0.560958862,0.314674845,-0.15461731,0.023906513,0.591155585,1375952.351,1537499861,37.80892903,-122.2556771
22779,0.081436157,0.006631848,0.496536255,0.246548253,0.01184082,0.000140205,0.503309353,1375952.411,1537499861,37.80892903,-122.2556771
22780,0.228637695,0.052275196,1.056686401,1.11658615,-0.163238525,0.026646816,1.093392958,1375952.47,1537499861,37.80892903,-122.2556771
22781,0.154678345,0.02392539,0.708145142,0.501469542,0.084243774,0.007097013,0.729720457,1375952.53,1537499861,37.80892903,-122.2556771
22782,0.126617432,0.016031974,0.54083252,0.292499815,0.000167847,2.82E-08,0.555456404,1375952.59,1537499862,37.80892148,-122.2555854
22783,0.231460571,0.053573996,1.068984985,1.142728898,0.065109253,0.004239215,1.095692525,1375952.649,1537499862,37.80892148,-122.2555854
22784,0.281433105,0.079204593,0.741928101,0.550457307,0.141067505,0.019900041,0.805954056,1375952.709,1537499862,37.80892148,-122.2555854
22785,0.183120728,0.033533201,0.780044556,0.608469509,-0.234634399,0.055053301,0.834898803,1375952.769,1537499862,37.80892148,-122.2555854
22786,0.206619263,0.04269152,0.836120605,0.699097666,-0.155883789,0.024299756,0.875265069,1375952.828,1537499862,37.80892148,-122.2555854
22787,0.192977905,0.037240472,0.761199951,0.579425365,0.117172241,0.013729334,0.793974289,1375952.888,1537499862,37.80892148,-122.2555854
22788,0.372436523,0.138708964,1.771652222,3.138751596,-0.29725647,0.088361409,1.834617663,1375952.948,1537499862,37.80892148,-122.2555854
22789,0.205612183,0.04227637,0.885818481,0.784674381,0.011749268,0.000138045,0.909444224,1375953.007,1537499862,37.80892148,-122.2555854
22790,0.412963867,0.170539155,1.672027588,2.795676255,-0.218292236,0.0476515,1.736049225,1375953.067,1537499862,37.80892148,-122.2555854
22791,0.175827026,0.030915143,1.024581909,1.049768088,0.241394043,0.058271084,1.067218026,1375953.127,1537499862,37.80892148,-122.2555854
22792,0.11920166,0.014209036,0.316818237,0.100373795,0.228591919,0.052254265,0.40845697,1375953.186,1537499862,37.80892148,-122.2555854
22793,0.304229736,0.092555732,0.996994019,0.993997074,-0.329559326,0.108609349,1.093234721,1375953.246,1537499862,37.80892148,-122.2555854
22794,0.172042847,0.029598741,0.496963501,0.246972721,-0.297576904,0.088552014,0.60425448,1375953.305,1537499862,37.80892148,-122.2555854
22795,0.192520142,0.037064005,0.859802246,0.739259902,0.306213379,0.093766633,0.932786439,1375953.365,1537499862,37.80892148,-122.2555854
22796,0.39112854,0.152981535,1.83190918,3.355891244,-0.24911499,0.062058278,1.88969073,1375953.425,1537499862,37.80892148,-122.2555854
22797,0.101501465,0.010302547,0.928909302,0.862872491,0.245254517,0.060149778,0.966087375,1375953.484,1537499862,37.80892148,-122.2555854
22798,0.159500122,0.025440289,0.63142395,0.398696205,-0.266967773,0.071271792,0.70385246,1375953.544,1537499863,37.80891268,-122.2554794
22799,0.24508667,0.060067476,1.382553101,1.911453077,-0.303405762,0.092055056,1.436515092,1375953.604,1537499863,37.80891268,-122.2554794
22800,0.278015137,0.077292416,1.074325562,1.154175413,-0.074493408,0.005549268,1.112212703,1375953.663,1537499863,37.80891268,-122.2554794
22801,0.166137695,0.027601734,0.748443604,0.560167828,-0.065063477,0.004233256,0.769417194,1375953.723,1537499863,37.80891268,-122.2554794
22802,0.257507324,0.066310022,1.216888428,1.480817446,-0.184127808,0.03390305,1.25739036,1375953.783,1537499863,37.80891268,-122.2554794
22803,0.192855835,0.037193373,1.180892944,1.394508145,-0.199951172,0.039980471,1.213129008,1375953.842,1537499863,37.80891268,-122.2554794
22804,0.160339355,0.025708709,0.780227661,0.608755203,-0.139633179,0.019497425,0.80867876,1375953.902,1537499863,37.80891268,-122.2554794
22805,0.209762573,0.044000337,0.642501831,0.412808603,-0.139755249,0.01953153,0.690174231,1375953.962,1537499863,37.80891268,-122.2554794
22806,0.324615479,0.105375209,1.153579712,1.330746152,-0.106155396,0.011268968,1.203075363,1375954.021,1537499863,37.80891268,-122.2554794
22807,0.432983398,0.187474623,1.304199219,1.700935603,-0.158966064,0.02527021,1.38335839,1375954.081,1537499863,37.80891268,-122.2554794
22808,0.223800659,0.050086735,0.871063232,0.758751154,-0.105117798,0.011049751,0.905476472,1375954.14,1537499863,37.80891268,-122.2554794
22809,0.227264404,0.051649109,1.010955811,1.022031652,-0.13458252,0.018112455,1.044889093,1375954.2,1537499863,37.80891268,-122.2554794
22810,0.112518311,0.01266037,1.043655396,1.089216586,-0.365447998,0.133552239,1.111498626,1375954.26,1537499863,37.80891268,-122.2554794
22811,0.075363159,0.005679606,0.612823486,0.375552625,-0.180511475,0.032584393,0.643285802,1375954.319,1537499863,37.80891268,-122.2554794
22812,0.206710815,0.042729361,1.162017822,1.350285419,0.038848877,0.001509235,1.180899663,1375954.379,1537499863,37.80891268,-122.2554794
22813,-0.057235718,0.003275927,0.558425903,0.311839489,-0.138244629,0.019111577,0.578123684,1375954.439,1537499863,37.80891268,-122.2554794
22814,0.372879028,0.13903877,1.618728638,2.620282403,-0.175247192,0.030711578,1.670339113,1375954.498,1537499863,37.80891268,-122.2554794
22815,0.490234375,0.240329742,1.297790527,1.684260252,-0.244049072,0.05955995,1.408598574,1375954.558,1537499864,37.80890545,-122.2553936
22816,0.163726807,0.026806467,0.401367188,0.16109562,-0.075027466,0.005629121,0.43992182,1375954.618,1537499864,37.80890545,-122.2553936
22817,0.248046875,0.061527252,0.907211304,0.82303235,-0.423248291,0.179139116,1.031357706,1375954.677,1537499864,37.80890545,-122.2553936
22818,0.357955933,0.12813245,1.025558472,1.051770179,-0.019836426,0.000393484,1.086414338,1375954.737,1537499864,37.80890545,-122.2553936
22819,0.255813599,0.065440597,0.839508057,0.704773778,0.033004761,0.001089314,0.878238971,1375954.797,1537499864,37.80890545,-122.2553936
22820,0.210342407,0.044243928,1.105865479,1.222938458,-0.301361084,0.090818503,1.165332952,1375954.856,1537499864,37.80890545,-122.2553936
22821,0.275817871,0.076075498,1.118362427,1.250734518,-0.176010132,0.030979567,1.165242285,1375954.916,1537499864,37.80890545,-122.2553936
22822,-0.06111145,0.003734609,0.643508911,0.414103719,0.005493164,3.02E-05,0.646427492,1375954.976,1537499864,37.80890545,-122.2553936
22823,0.080612183,0.006498324,1.210968018,1.466443541,-0.124649048,0.015537385,1.220032479,1375955.035,1537499864,37.80890545,-122.2553936
22824,0.021209717,0.000449852,0.726379395,0.527627025,-0.290710449,0.084512565,0.782680933,1375955.095,1537499864,37.80890545,-122.2553936
22825,0.121627808,0.014793324,0.855957031,0.732662439,-0.19052124,0.036298343,0.885298879,1375955.155,1537499864,37.80890545,-122.2553936
22826,0.252929688,0.063973427,1.298309326,1.685607106,-0.099182129,0.009837095,1.326430408,1375955.214,1537499864,37.80890545,-122.2553936
22827,0.251159668,0.063081179,0.8228302,0.677049538,-0.133636475,0.017858707,0.870625881,1375955.274,1537499864,37.80890545,-122.2553936
22828,0.416717529,0.173653499,0.399887085,0.159909681,-0.277313232,0.076902629,0.640676056,1375955.333,1537499864,37.80890545,-122.2553936
22829,0.459518433,0.21115719,0.873245239,0.762557247,-0.507522583,0.257579172,1.109636702,1375955.393,1537499864,37.80890545,-122.2553936
22830,0.330184937,0.109022093,1.178253174,1.388280542,-0.316497803,0.100170859,1.26391198,1375955.453,1537499864,37.80890545,-122.2553936
22831,0.308349609,0.095079481,1.061828613,1.127480003,0.09375,0.008789063,1.109661456,1375955.512,1537499864,37.80890545,-122.2553936
22832,0.253173828,0.064096987,0.996292114,0.992597976,-0.009567261,9.15E-05,1.028001214,1375955.572,1537499865,37.80889834,-122.2553064
22833,0.118453979,0.014031345,1.036605835,1.074551657,-0.143951416,0.02072201,1.053235497,1375955.632,1537499865,37.80889834,-122.2553064
22834,-0.031829834,0.001013138,0.637908936,0.406927811,-0.219650269,0.048246241,0.675416308,1375955.691,1537499865,37.80889834,-122.2553064
22835,-0.01763916,0.00031114,1.298583984,1.686320364,-0.025909424,0.000671298,1.298962202,1375955.751,1537499865,37.80889834,-122.2553064
22836,0.189453125,0.035892487,1.350250244,1.823175721,-0.146789551,0.021547172,1.371355308,1375955.811,1537499865,37.80889834,-122.2553064
22837,0.145980835,0.021310404,0.031005859,0.000961363,-0.037658691,0.001418177,0.153915381,1375955.87,1537499865,37.80889834,-122.2553064
22838,0.131530762,0.017300341,0.867797852,0.753073112,-0.22795105,0.051961681,0.90682696,1375955.93,1537499865,37.80889834,-122.2553064
22839,0.087432861,0.007644505,0.326889038,0.106856443,0.087020874,0.007572633,0.349390299,1375955.99,1537499865,37.80889834,-122.2553064
22840,0.066177368,0.004379444,0.032730103,0.00107126,0.011276245,0.000127154,0.074685055,1375956.049,1537499865,37.80889834,-122.2553064
22841,0.438842773,0.192582979,1.229782104,1.512364023,-0.724838257,0.525390499,1.493431452,1375956.109,1537499865,37.80889834,-122.2553064
22842,0.203811646,0.041539187,0.562683105,0.316612277,0.065322876,0.004267078,0.602012078,1375956.168,1537499865,37.80889834,-122.2553064
22843,0.095169067,0.009057151,0.654708862,0.428643694,0.051025391,0.002603591,0.663554396,1375956.228,1537499865,37.80889834,-122.2553064
22844,0.222015381,0.049290829,0.648513794,0.420570141,-0.210144043,0.044160519,0.71695292,1375956.288,1537499865,37.80889834,-122.2553064
22845,-0.023864746,0.000569526,0.031051636,0.000964204,0.057525635,0.003309199,0.069591155,1375956.347,1537499865,37.80889834,-122.2553064
22846,0.140304565,0.019685371,0.926345825,0.858116587,-0.134841919,0.018182343,0.946564473,1375956.407,1537499865,37.80889834,-122.2553064
22847,0.028289795,0.000800313,0.362991333,0.131762708,-0.244491577,0.059776131,0.438564877,1375956.467,1537499865,37.80889834,-122.2553064
22848,0.104553223,0.010931376,1.038452148,1.078382864,-0.793548584,0.629719355,1.311119215,1375956.526,1537499866,37.80889217,-122.2552283
22849,0.082229614,0.006761709,0.539932251,0.291526836,-0.096557617,0.009323373,0.55462773,1375956.586,1537499866,37.80889217,-122.2552283
22850,-0.045135498,0.002037213,-0.107009888,0.011451116,0.103546143,0.010721804,0.155596057,1375956.646,1537499866,37.80889217,-122.2552283
22851,-0.033050537,0.001092338,0.507781982,0.257842541,-0.058364868,0.003406458,0.512192676,1375956.705,1537499866,37.80889217,-122.2552283
22852,0.35333252,0.12484387,1.475158691,2.176093164,0.051452637,0.002647374,1.517756373,1375956.765,1537499866,37.80889217,-122.2552283
22853,0.986923218,0.974017438,2.845214844,8.095247509,-0.645721436,0.416956173,3.079970961,1375956.825,1537499866,37.80889217,-122.2552283
22854,0.153900146,0.023685255,0.887802124,0.788192611,0.015274048,0.000233297,0.901172105,1375956.884,1537499866,37.80889217,-122.2552283
22855,0.182800293,0.033415947,0.71635437,0.513163583,0.114364624,0.013079267,0.748103467,1375956.944,1537499866,37.80889217,-122.2552283
22856,0.022323608,0.000498343,-0.084579468,0.007153686,-0.005722046,3.27E-05,0.08766283,1375957.003,1537499866,37.80889217,-122.2552283
22857,0.442687988,0.195972655,1.533126831,2.35047788,-0.470870972,0.221719472,1.663781839,1375957.063,1537499866,37.80889217,-122.2552283
22858,0.198196411,0.039281817,0.578613281,0.334793329,-0.127914429,0.016362101,0.62484978,1375957.123,1537499866,37.80889217,-122.2552283
22859,0.470504761,0.22137473,1.853759766,3.43642527,-0.45703125,0.208877563,1.966386931,1375957.182,1537499866,37.80889217,-122.2552283
22860,-0.219360352,0.048118964,-0.194290161,0.037748667,-0.083816528,0.00702521,0.304783269,1375957.242,1537499866,37.80889217,-122.2552283
22861,-0.272964478,0.074509606,-0.341339111,0.116512389,-0.140625,0.019775391,0.459126764,1375957.302,1537499866,37.80889217,-122.2552283
22862,0.18258667,0.033337892,0.38571167,0.148773492,0.294708252,0.086852954,0.518617719,1375957.361,1537499866,37.80889217,-122.2552283
22863,0.776138306,0.60239067,4.366928101,19.07006104,-0.435745239,0.189873913,4.456716911,1375957.421,1537499866,37.80889217,-122.2552283
22864,0.404647827,0.163739864,1.796569824,3.227663133,0.249267578,0.062134325,1.858369533,1375957.481,1537499866,37.80889217,-122.2552283
22865,0.091491699,0.008370731,0.011047363,0.000122044,0.007369995,5.43E-05,0.092450484,1375957.54,1537499867,37.80888522,-122.2551436
22866,0.226242065,0.051185472,-0.346160889,0.119827361,-0.285644531,0.081592798,0.502598877,1375957.6,1537499867,37.80888522,-122.2551436
22867,1.156600952,1.337725762,3.354125977,11.25016107,-0.562286377,0.31616597,3.592221152,1375957.659,1537499867,37.80888522,-122.2551436
22868,0.070343018,0.00494814,0.545333862,0.297389021,0.24810791,0.061557535,0.603236849,1375957.719,1537499867,37.80888522,-122.2551436
22869,0.008560181,7.33E-05,0.224624634,0.050456226,0.173126221,0.029972688,0.283729081,1375957.779,1537499867,37.80888522,-122.2551436
22870,0.104354858,0.010889936,0.143493652,0.020590428,-0.246002197,0.060517081,0.303310807,1375957.838,1537499867,37.80888522,-122.2551436
22871,-0.030380249,0.00092296,0.450332642,0.202799488,-0.255020142,0.065035273,0.51841848,1375957.898,1537499867,37.80888522,-122.2551436
22872,-0.074478149,0.005546995,0.295379639,0.087249131,-0.282302856,0.079694903,0.415320392,1375957.958,1537499867,37.80888522,-122.2551436
22873,0.135787964,0.018438371,0.460601807,0.212154025,-0.060302734,0.00363642,0.483971916,1375958.017,1537499867,37.80888522,-122.2551436
22874,0.205032349,0.042038264,1.232620239,1.519352654,-0.441085815,0.194556696,1.325121736,1375958.077,1537499867,37.80888522,-122.2551436
22875,0.129165649,0.016683765,1.171737671,1.37296917,-0.114395142,0.013086249,1.184372907,1375958.137,1537499867,37.80888522,-122.2551436
22876,0.204650879,0.041881982,0.907913208,0.824306393,0.07333374,0.005377837,0.933577106,1375958.196,1537499867,37.80888522,-122.2551436
